#,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
1659,19,32,-250,12,10,-6
1660,19,32,-250,16,10,-8
1661,19,32,-250,24,10,-14
1662,19,31,-250,28,10,-16
1663,19,31,-250,26,14,-20
1664,19,31,-250,26,12,-20
1665,19,30,-251,10,20,-24
1666,19,31,-251,14,18,-22
1667,19,31,-251,12,20,-22
1668,19,31,-251,18,20,-22
1669,19,30,-251,20,18,-20
1670,19,30,-251,16,20,-20
1671,19,29,-251,14,20,-20
1672,19,30,-251,22,18,-20
1673,19,30,-251,8,20,-22
1674,19,30,-251,14,18,-22
1675,19,30,-251,16,18,-20
1676,19,30,-251,16,16,-20
1677,19,30,-251,20,16,-20
1678,19,30,-251,18,18,-20
1679,19,30,-251,16,18,-20
1680,19,30,-251,12,16,-18
1681,19,30,-251,12,18,-20
1682,19,30,-251,14,20,-20
1683,19,30,-252,12,20,-22
1684,19,30,-251,12,20,-22
1685,19,30,-251,16,20,-20
1686,19,30,-251,14,20,-20
1687,19,30,-251,14,18,-20
1688,19,30,-251,18,18,-20
1689,19,30,-251,20,18,-22
1690,19,30,-251,20,16,-22
1691,19,30,-251,20,18,-22
1692,19,30,-250,22,16,-22
1693,19,30,-251,22,16,-22
1694,19,30,-251,22,16,-22
1695,19,30,-251,18,16,-22
1696,19,30,-251,18,16,-22
1697,19,30,-251,18,18,-20
1698,19,30,-251,14,18,-22
1699,19,30,-251,14,18,-22
1700,19,29,-251,14,18,-20
1701,19,29,-251,14,18,-20
1702,19,29,-251,12,20,-20
1703,19,29,-251,14,18,-20
1704,19,29,-251,18,18,-20
1705,19,29,-251,16,18,-20
1706,19,29,-251,16,18,-20
1707,19,29,-251,12,20,-18
1708,19,29,-251,14,20,-18
1709,19,29,-251,12,20,-18
1710,19,29,-251,10,20,-20
1711,19,30,-251,8,18,-18
1712,19,29,-251,4,18,-20
1713,19,29,-251,4,18,-20
1714,19,30,-251,8,18,-20
1715,19,30,-251,10,18,-20
1716,19,30,-251,14,16,-20
1717,19,30,-251,8,16,-20
1718,19,30,-252,8,18,-20
1719,19,30,-251,6,18,-20
1720,19,30,-251,14,16,-18
1721,19,30,-251,14,18,-18
1722,19,30,-251,14,20,-18
1723,19,30,-251,18,18,-18
1724,19,29,-251,24,16,-16
1725,19,29,-251,26,16,-14
1726,19,29,-251,18,16,-14
1727,19,29,-251,20,14,-16
1728,19,29,-251,18,18,-18
1729,19,29,-251,22,16,-18
1730,19,29,-251,24,14,-20
1731,19,29,-251,30,16,-18
1732,19,28,-251,16,18,-20
1733,19,29,-251,10,18,-20
1734,19,29,-250,10,20,-18
1735,19,29,-251,12,16,-20
1736,19,29,-251,14,16,-20
1737,19,29,-251,10,16,-20
1738,19,29,-251,10,16,-22
1739,19,29,-251,12,18,-20
1740,19,29,-251,18,16,-20
1741,19,29,-251,22,14,-20
1742,19,29,-251,20,14,-20
1743,20,28,-251,16,16,-20
1744,19,28,-251,14,16,-18
1745,19,28,-251,10,20,-18
1746,19,28,-251,16,16,-18
1747,19,29,-251,16,16,-18
1748,19,28,-251,14,16,-18
1749,19,28,-251,16,16,-18
1750,19,28,-251,16,18,-18
1751,19,28,-251,16,16,-18
1752,19,28,-251,18,18,-18
1753,19,28,-251,18,18,-18
1754,19,28,-251,14,18,-18
1755,19,28,-251,10,20,-18
1756,19,28,-251,6,20,-18
1757,19,28,-251,10,22,-20
1758,19,28,-251,16,18,-20
1759,19,28,-251,16,20,-20
1760,19,28,-251,20,18,-20
1761,19,28,-251,24,18,-20
1762,19,28,-251,22,18,-18
1763,19,27,-251,26,18,-20
1764,19,28,-251,34,18,-16
1765,19,27,-251,24,20,-16
1766,19,27,-251,20,18,-18
1767,19,26,-251,18,24,-20
1768,19,26,-251,16,20,-20
1769,19,26,-251,16,20,-20
1770,19,26,-251,16,20,-22
1771,19,26,-251,0,24,-24
1772,19,27,-251,10,20,-24
1773,19,27,-251,8,22,-26
1774,19,28,-250,8,24,-28
1775,19,28,-251,2,24,-28
1776,19,28,-251,0,24,-28
1777,20,28,-251,2,24,-28
1778,20,28,-251,-4,22,-26
1779,20,28,-251,-4,24,-26
1780,20,28,-251,-8,26,-26
1781,20,29,-251,-4,24,-28
1782,20,30,-251,0,24,-26
1783,20,30,-251,0,24,-26
1784,20,30,-251,6,22,-24
1785,20,31,-251,8,22,-24
1786,20,31,-251,8,22,-24
1787,20,31,-251,10,18,-24
1788,20,31,-251,12,22,-26
1789,20,30,-251,6,22,-24
1790,20,32,-250,12,16,-22
1791,20,31,-251,10,18,-22
1792,20,31,-251,12,16,-24
1793,20,32,-251,22,12,-22
1794,20,32,-251,20,14,-24
1795,20,33,-251,24,14,-22
1796,20,32,-250,14,22,-24
1797,20,33,-250,16,18,-24
1798,20,32,-250,16,18,-22
1799,20,32,-251,16,16,-22
1800,20,32,-251,12,26,-22
1801,20,32,-251,14,20,-20
1802,20,32,-251,8,20,-18
1803,20,33,-251,6,20,-20
1804,20,33,-251,4,22,-20
1805,20,33,-251,16,18,-18
1806,20,32,-251,28,18,-18
1807,20,33,-251,48,10,-12
1808,20,32,-251,28,16,-16
1809,20,32,-251,22,18,-16
1810,20,32,-251,24,16,-16
1811,20,32,-251,22,18,-16
1812,20,31,-251,16,20,-16
1813,20,31,-251,16,20,-16
1814,20,31,-251,12,20,-18
1815,20,31,-251,2,22,-20
1816,20,31,-251,-2,22,-20
1817,20,32,-251,0,22,-22
1818,20,32,-251,6,20,-22
1819,20,31,-251,10,18,-22
1820,20,32,-251,10,18,-22
1821,20,32,-251,2,18,-22
1822,20,32,-251,-4,24,-22
1823,20,32,-251,6,24,-20
1824,20,32,-251,18,18,-18
1825,21,33,-251,20,18,-18
1826,21,33,-251,20,14,-18
1827,21,32,-251,20,14,-18
1828,21,33,-251,24,12,-18
1829,21,33,-251,18,14,-18
1830,22,33,-251,30,8,-12
1831,21,33,-250,28,4,-12
1832,21,32,-251,50,-8,-8
1833,20,31,-251,70,-10,-10
1834,19,29,-252,74,-2,-12
1835,19,28,-251,60,4,-14
1836,19,27,-251,48,8,-16
1837,19,27,-251,36,10,-20
1838,20,27,-251,38,10,-14
1839,19,27,-251,18,16,-18
1840,19,27,-251,28,10,-14
1841,19,26,-251,14,14,-16
1842,19,27,-251,2,20,-16
1843,19,27,-251,6,20,-18
1844,19,27,-251,6,16,-18
1845,19,27,-251,-6,22,-20
1846,19,28,-251,2,20,-20
1847,19,28,-251,12,16,-18
1848,18,28,-251,-2,28,-24
1849,19,29,-251,0,36,-24
1850,19,29,-251,-8,38,-26
1851,19,30,-251,0,36,-24
1852,20,30,-251,2,34,-24
1853,20,30,-251,0,32,-22
1854,20,30,-251,2,30,-22
1855,20,31,-251,0,30,-22
1856,20,31,-251,8,26,-18
1857,20,31,-252,10,26,-14
1858,20,32,-251,10,20,-14
1859,20,31,-251,6,18,-18
1860,20,31,-251,12,16,-14
1861,20,31,-251,14,12,-14
1862,20,32,-251,12,8,-12
1863,20,32,-251,4,8,-4
1864,20,33,-251,0,4,-4
1865,20,33,-251,8,6,-2
1866,20,33,-251,10,8,-2
1867,20,33,-251,6,12,-4
1868,20,33,-250,8,14,-8
1869,20,33,-251,18,12,-16
1870,19,34,-250,8,18,-22
1871,20,34,-251,16,22,-26
1872,20,34,-250,12,28,-24
1873,20,34,-251,4,28,-24
1874,20,34,-250,20,22,-18
1875,20,34,-251,20,26,-20
1876,20,34,-251,26,22,-26
1877,21,34,-250,16,24,-20
1878,21,33,-251,20,24,-18
1879,21,33,-251,24,22,-18
1880,21,33,-251,18,22,-18
1881,21,32,-251,14,16,-18
1882,21,33,-251,22,20,-20
1883,22,33,-251,22,20,-18
1884,22,32,-251,16,22,-20
1885,22,32,-251,18,22,-20
1886,22,31,-252,10,26,-24
1887,22,32,-251,18,22,-18
1888,22,32,-251,22,20,-18
1889,22,32,-251,20,18,-20
1890,22,32,-251,18,18,-18
1891,22,31,-251,18,20,-18
1892,22,31,-251,10,28,-18
1893,22,31,-251,16,22,-22
1894,22,31,-251,12,22,-24
1895,22,32,-251,10,22,-22
1896,22,32,-251,2,22,-24
1897,22,31,-251,-2,24,-22
1898,22,31,-251,-4,22,-22
1899,22,32,-251,-8,22,-22
1900,23,32,-251,0,20,-22
1901,22,32,-251,4,20,-20
1902,22,33,-251,0,22,-20
1903,22,33,-251,0,22,-22
1904,22,34,-251,4,20,-20
1905,22,33,-251,8,18,-20
1906,22,34,-251,8,18,-20
1907,22,34,-251,12,18,-20
1908,22,34,-251,10,20,-18
1909,22,34,-251,14,18,-20
1910,22,34,-251,12,18,-20
1911,22,34,-251,18,16,-20
1912,22,34,-251,14,18,-20
1913,22,34,-251,10,18,-20
1914,22,34,-251,12,16,-20
1915,22,34,-251,10,16,-20
1916,22,34,-251,14,14,-20
1917,22,34,-251,16,14,-20
1918,22,34,-251,20,12,-20
1919,22,34,-251,16,14,-20
1920,22,33,-251,14,14,-22
1921,22,34,-251,14,16,-22
1922,22,34,-251,12,16,-20
1923,22,34,-251,10,16,-20
1924,22,34,-251,8,18,-18
1925,22,34,-251,12,18,-18
1926,22,34,-251,10,18,-18
1927,22,34,-251,14,18,-18
1928,22,34,-251,12,20,-18
1929,22,34,-251,12,20,-18
1930,22,34,-251,8,20,-20
1931,22,36,-251,14,20,-16
1932,22,34,-251,6,24,-18
1933,22,34,-251,10,22,-18
1934,22,35,-251,14,20,-20
1935,22,35,-251,10,22,-20
1936,23,35,-251,8,20,-20
1937,23,35,-250,6,22,-22
1938,23,35,-251,6,22,-22
1939,23,35,-251,6,22,-22
1940,23,35,-251,8,22,-22
1941,23,35,-251,10,20,-22
1942,23,35,-251,10,20,-22
1943,23,35,-251,12,18,-18
1944,24,36,-250,16,20,-20
1945,23,35,-251,2,18,-22
1946,24,35,-251,10,16,-22
1947,24,34,-251,10,14,-24
1948,24,35,-251,16,12,-24
1949,24,35,-251,14,12,-22
1950,24,35,-251,14,12,-22
1951,24,35,-251,8,16,-22
1952,24,35,-251,8,16,-22
1953,24,35,-251,6,18,-22
1954,24,35,-251,6,18,-20
1955,24,36,-251,6,20,-20
1956,24,36,-251,4,20,-20
1957,24,36,-251,6,18,-20
1958,24,36,-251,4,20,-20
1959,24,36,-251,4,20,-22
1960,24,36,-251,6,18,-24
1961,24,37,-250,22,18,-24
1962,24,37,-250,32,16,-20
1963,24,36,-250,20,16,-20
1964,24,36,-250,18,16,-18
1965,24,37,-250,18,18,-18
1966,24,36,-250,16,14,-18
1967,24,36,-250,24,14,-16
1968,24,36,-250,22,14,-18
1969,24,36,-250,28,18,-18
1970,24,36,-250,22,16,-18
1971,24,35,-250,22,18,-16
1972,24,35,-250,16,16,-16
1973,24,35,-250,16,18,-18
1974,24,35,-250,14,18,-18
1975,24,35,-250,20,16,-20
1976,24,35,-250,20,14,-18
1977,24,34,-250,22,12,-20
1978,24,35,-250,24,12,-20
1979,24,35,-250,22,12,-20
1980,24,35,-250,20,14,-20
1981,24,34,-250,18,16,-20
1982,24,35,-250,20,14,-20
1983,24,34,-250,18,16,-18
1984,24,34,-250,20,16,-18
1985,24,34,-250,16,18,-18
1986,24,34,-250,16,16,-18
1987,24,34,-250,18,16,-18
1988,24,33,-251,18,16,-18
1989,24,34,-250,20,16,-18
1990,24,34,-250,18,18,-18
1991,24,34,-250,20,16,-18
1992,24,34,-250,16,20,-18
1993,24,34,-250,16,18,-18
1994,24,34,-250,18,18,-18
1995,24,34,-251,18,16,-18
1996,24,34,-250,16,18,-18
1997,24,34,-250,18,18,-18
1998,24,34,-250,16,18,-18
1999,24,34,-250,16,18,-18
2000,24,34,-250,20,16,-18
2001,24,34,-250,20,16,-18
2002,24,33,-250,22,16,-18
2003,24,34,-250,20,16,-18
2004,24,34,-250,20,16,-18
2005,24,34,-250,24,18,-20
2006,24,33,-250,10,24,-30
2007,25,31,-251,14,24,-36
2008,25,31,-251,16,34,-32
2009,24,32,-251,14,32,-30
2010,25,32,-251,12,30,-24
2011,25,32,-251,2,28,-22
2012,25,32,-251,8,26,-22
2013,25,32,-251,8,22,-22
2014,25,32,-251,10,20,-22
2015,25,32,-251,6,22,-20
2016,25,33,-251,10,22,-20
2017,25,33,-251,4,20,-18
2018,25,33,-251,12,16,-18
2019,25,33,-251,18,14,-18
2020,25,33,-251,16,12,-20
2021,25,33,-251,22,12,-18
2022,25,33,-251,22,14,-16
2023,25,33,-251,26,14,-16
2024,25,33,-251,22,16,-14
2025,25,33,-251,28,16,-12
2026,25,33,-251,30,18,-10
2027,25,33,-251,28,18,-10
2028,25,32,-251,26,20,-10
2029,25,32,-251,26,20,-10
2030,25,31,-251,34,18,-10
2031,25,31,-251,38,18,-8
2032,25,31,-251,34,18,-8
2033,25,31,-251,38,20,-8
2034,25,31,-251,40,18,-8
2035,25,30,-251,34,22,-10
2036,25,29,-251,32,22,-10
2037,25,29,-251,34,18,-10
2038,25,28,-251,26,18,-10
2039,25,28,-251,28,16,-10
2040,25,28,-251,32,16,-10
2041,25,28,-251,28,12,-12
2042,25,27,-251,24,16,-12
2043,25,27,-251,18,16,-14
2044,25,27,-250,14,16,-12
2045,25,26,-251,16,14,-14
2046,25,27,-250,18,10,-14
2047,24,26,-251,18,10,-12
2048,25,27,-251,30,6,-12
2049,24,27,-251,26,8,-12
2050,24,26,-251,26,8,-12
2051,24,26,-251,22,12,-12
2052,24,26,-251,16,12,-12
2053,24,26,-251,16,14,-10
2054,24,26,-251,14,12,-10
2055,24,26,-252,18,12,-10
2056,24,26,-251,20,12,-8
2057,24,26,-251,20,12,-10
2058,24,26,-251,22,10,-10
2059,24,26,-251,22,10,-10
2060,24,25,-251,18,12,-10
2061,24,25,-251,20,12,-14
2062,24,25,-251,20,14,-14
